        Kinetis series,        Kinetis family,        Kinetis subfamily,        Kinetis product,        Full part name,        Qualification status,        Family identifier,        Key attribute,        Flash memory type,        Program flash size identifier,        Program flash size in KB,        Silicon revision,        Temperature range identifier,        Temperature range min. value,        Temperature range max. value,        Package identifier,        Pin count,        Package name,        Max CPU frequency identifier,        Max CPU frequency value in MHz,        Packaging type,        IO map file name,        Code Warrior Mcu comp. name,        P&E Mirco device ID,        Hw board names,        Core,        CPU Frequency MHz,        SRAM [KB],        Total Flash Memory [KB],        Program Flash [KB],        FlexNVM [KB],        FlexRAM [KB],        Programming Acceleration RAM [KB],        Program Flash Base Address,        Program Flash Block Count,        Program Flash Block Size [KB],        Program Flash Write Unit Size [B],        Program Flash Sector Size [B],        Program Flash Read 1s/Program Section Unit Size [B],        Program Flash Configuration Field Base Address,        Program Flash Configuration Field Size,        FlexNVM Base Address,        FlexNVM Block Count,        FlexNVM Block Size [KB],        FlexNVM Write Unit Size,        FlexNVM Sector Size [B],        FlexNVM Read 1s/Program Section Unit Size [B],        FlexRAM Base Address,        SRAM Lower [B],        SRAM Lower Base Address,        SRAM Upper [B],        SRAM Upper Base Address
K,K2x,K22,K22_120,MK22FX512VLQ12,M,K22,F,X,512,512,,V,-40,105,LQ,144,LQFP,12,120,,MK22F12,MK22FX512xxx12,K22FX512M12,,Cortex-M4F,120,128,640,512,128,4,1,0x00000000,1,512,8,4096,16,0x400,16,0x10000000,1,128,8,4096,16,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K22,K22_120,MK22FX512VMC12,M,K22,F,X,512,512,,V,-40,105,MC,121,MAPBGA,12,120,,MK22F12,MK22FX512xxx12,K22FX512M12,,Cortex-M4F,120,128,640,512,128,4,1,0x00000000,1,512,8,4096,16,0x400,16,0x10000000,1,128,8,4096,16,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K22,K22_120,MK22FX512VMD12,M,K22,F,X,512,512,,V,-40,105,MD,144,MAPBGA,12,120,,MK22F12,MK22FX512xxx12,K22FX512M12,,Cortex-M4F,120,128,640,512,128,4,1,0x00000000,1,512,8,4096,16,0x400,16,0x10000000,1,128,8,4096,16,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K2x,K24,K24_120,MK24FN1M0VDC12,M,K24,F,N,1M0,1024,,V,-40,105,DC,121,XFBGA,12,120,,MK24F12,MK24FN1M0xxx12,K24FN1M0M12,,Cortex-M4F,120,256,1024,1024,,4,1,0x00000000,2,512,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,196608,0x20000000
K,K2x,K24,K24_120,MK24FN1M0VLL12,M,K24,F,N,1M0,1024,,V,-40,105,LL,100,LQFP,12,120,,MK24F12,MK24FN1M0xxx12,K24FN1M0M12,,Cortex-M4F,120,256,1024,1024,,4,1,0x00000000,2,512,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,196608,0x20000000
K,K2x,K24,K24_120,MK24FN1M0VLQ12,M,K24,F,N,1M0,1024,,V,-40,105,LQ,144,LQFP,12,120,,MK24F12,MK24FN1M0xxx12,K24FN1M0M12,,Cortex-M4F,120,256,1024,1024,,4,1,0x00000000,2,512,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,196608,0x20000000
K,K2x,K24,K24_120,MK24FN256VDC12,M,K24,F,N,256,256,,V,-40,105,DC,121,XFBGA,12,120,,MK24F25612,MK24FN256xxx12,K24FN256M12,TWR-K24F120M,Cortex-M4F,120,256,256,256,,,,0x00000000,1,256,4,4096,16,0x400,16,,,,,,,,65536,0x1FFF0000,196608,0x20000000
K,K2x,K26,K26_180,MK26FN2M0CAC18,M,K26,F,N,2M0,2048,,C,-40,85,AC,169,WLCSP,18,180,,MK26F18,MK26FN2M0xxx18,K26FN2M0M18,,Cortex-M4F,180,256,2048,2048,,4,1,0x00000000,4,512,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,196608,0x20000000
K,K2x,K26,K26_180,MK26FN2M0VLQ18,M,K26,F,N,2M0,2048,,V,-40,105,LQ,144,LQFP,18,180,,MK26F18,MK26FN2M0xxx18,K26FN2M0M18,,Cortex-M4F,180,256,2048,2048,,4,1,0x00000000,4,512,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,196608,0x20000000
K,K2x,K26,K26_180,MK26FN2M0VMD18,M,K26,F,N,2M0,2048,,V,-40,105,MD,144,MAPBGA,18,180,,MK26F18,MK26FN2M0xxx18,K26FN2M0M18,,Cortex-M4F,180,256,2048,2048,,4,1,0x00000000,4,512,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,196608,0x20000000
K,K2x,K26,K26_180,MK26FN2M0VMI18,M,K26,F,N,2M0,2048,,V,-40,105,MI,169,MAPBGA,18,180,,MK26F18,MK26FN2M0xxx18,K26FN2M0M18,,Cortex-M4F,180,256,2048,2048,,4,1,0x00000000,4,512,8,4096,16,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,196608,0x20000000
K,K3x,K30,K30_100,MK30DN512VLK10,M,K30,D,N,512,512,,V,-40,105,LK,80,LQFP,10,100,,MK30D10,MK30DN512xxx10,K30DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K3x,K30,K30_100,MK30DN512VLL10,M,K30,D,N,512,512,,V,-40,105,LL,100,LQFP,10,100,,MK30D10,MK30DN512xxx10,K30DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K3x,K30,K30_100,MK30DN512VLQ10,M,K30,D,N,512,512,,V,-40,105,LQ,144,LQFP,10,100,,MK30D10,MK30DN512xxx10,K30DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K3x,K30,K30_100,MK30DN512VMB10,M,K30,D,N,512,512,,V,-40,105,MB,81,MAPBGA,10,100,,MK30D10,MK30DN512xxx10,K30DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K3x,K30,K30_100,MK30DN512VMC10,M,K30,D,N,512,512,,V,-40,105,MC,121,MAPBGA,10,100,,MK30D10,MK30DN512xxx10,K30DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K3x,K30,K30_100,MK30DN512VMD10,M,K30,D,N,512,512,,V,-40,105,MD,144,MAPBGA,10,100,,MK30D10,MK30DN512xxx10,K30DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K3x,K30,K30_100,MK30DN512ZVLK10,M,K30,D,N,512,512,Z,V,-40,105,LK,80,LQFP,10,100,,MK30DZ10,MK30DN512Zxxx10,K30DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K3x,K30,K30_100,MK30DN512ZVLL10,M,K30,D,N,512,512,Z,V,-40,105,LL,100,LQFP,10,100,,MK30DZ10,MK30DN512Zxxx10,K30DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K3x,K30,K30_100,MK30DN512ZVLQ10,M,K30,D,N,512,512,Z,V,-40,105,LQ,144,LQFP,10,100,,MK30DZ10,MK30DN512Zxxx10,K30DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K3x,K30,K30_100,MK30DN512ZVMB10,M,K30,D,N,512,512,Z,V,-40,105,MB,81,MAPBGA,10,100,,MK30DZ10,MK30DN512Zxxx10,K30DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K3x,K30,K30_100,MK30DN512ZVMC10,M,K30,D,N,512,512,Z,V,-40,105,MC,121,MAPBGA,10,100,,MK30DZ10,MK30DN512Zxxx10,K30DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K3x,K30,K30_100,MK30DN512ZVMD10,M,K30,D,N,512,512,Z,V,-40,105,MD,144,MAPBGA,10,100,,MK30DZ10,MK30DN512Zxxx10,K30DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K3x,K30,K30_72,MK30DX128VLH7,M,K30,D,X,128,128,,V,-40,105,LH,64,LQFP,7,72,,MK30D7,MK30DX128xxx7,K30DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K3x,K30,K30_72,MK30DX128VLK7,M,K30,D,X,128,128,,V,-40,105,LK,80,LQFP,7,72,,MK30D7,MK30DX128xxx7,K30DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K3x,K30,K30_72,MK30DX128VLL7,M,K30,D,X,128,128,,V,-40,105,LL,100,LQFP,7,72,,MK30D7,MK30DX128xxx7,K30DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K3x,K30,K30_100,MK30DX128VLQ10,M,K30,D,X,128,128,,V,-40,105,LQ,144,LQFP,10,100,,MK30D10,MK30DX128xxx10,K30DX128M10,,Cortex-M4,100,32,256,128,128,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,128,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K3x,K30,K30_72,MK30DX128VMB7,M,K30,D,X,128,128,,V,-40,105,MB,81,MAPBGA,7,72,,MK30D7,MK30DX128xxx7,K30DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K3x,K30,K30_72,MK30DX128VMC7,M,K30,D,X,128,128,,V,-40,105,MC,121,MAPBGA,7,72,,MK30D7,MK30DX128xxx7,K30DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K3x,K30,K30_100,MK30DX128VMD10,M,K30,D,X,128,128,,V,-40,105,MD,144,MAPBGA,10,100,,MK30D10,MK30DX128xxx10,K30DX128M10,,Cortex-M4,100,32,256,128,128,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,128,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K3x,K30,K30_100,MK30DX128ZVLQ10,M,K30,D,X,128,128,Z,V,-40,105,LQ,144,LQFP,10,100,,MK30DZ10,MK30DX128Zxxx10,K30DX128ZM10,,Cortex-M4,100,32,256,128,128,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,128,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K3x,K30,K30_100,MK30DX128ZVMD10,M,K30,D,X,128,128,Z,V,-40,105,MD,144,MAPBGA,10,100,,MK30DZ10,MK30DX128Zxxx10,K30DX128ZM10,,Cortex-M4,100,32,256,128,128,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,128,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K3x,K30,K30_72,MK30DX256VLH7,M,K30,D,X,256,256,,V,-40,105,LH,64,LQFP,7,72,,MK30D7,MK30DX256xxx7,K30DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K3x,K30,K30_72,MK30DX256VLK7,M,K30,D,X,256,256,,V,-40,105,LK,80,LQFP,7,72,,MK30D7,MK30DX256xxx7,K30DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K3x,K30,K30_72,MK30DX256VLL7,M,K30,D,X,256,256,,V,-40,105,LL,100,LQFP,7,72,,MK30D7,MK30DX256xxx7,K30DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K3x,K30,K30_100,MK30DX256VLQ10,M,K30,D,X,256,256,,V,-40,105,LQ,144,LQFP,10,100,,MK30D10,MK30DX256xxx10,K30DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K3x,K30,K30_72,MK30DX256VMB7,M,K30,D,X,256,256,,V,-40,105,MB,81,MAPBGA,7,72,,MK30D7,MK30DX256xxx7,K30DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K3x,K30,K30_72,MK30DX256VMC7,M,K30,D,X,256,256,,V,-40,105,MC,121,MAPBGA,7,72,,MK30D7,MK30DX256xxx7,K30DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K3x,K30,K30_100,MK30DX256VMD10,M,K30,D,X,256,256,,V,-40,105,MD,144,MAPBGA,10,100,,MK30D10,MK30DX256xxx10,K30DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K3x,K30,K30_100,MK30DX256ZVLQ10,M,K30,D,X,256,256,Z,V,-40,105,LQ,144,LQFP,10,100,,MK30DZ10,MK30DX256Zxxx10,K30DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K3x,K30,K30_100,MK30DX256ZVMD10,M,K30,D,X,256,256,Z,V,-40,105,MD,144,MAPBGA,10,100,,MK30DZ10,MK30DX256Zxxx10,K30DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K3x,K30,K30_72,MK30DX64VLH7,M,K30,D,X,64,64,,V,-40,105,LH,64,LQFP,7,72,,MK30D7,MK30DX64xxx7,K30DX64M7,,Cortex-M4,72,16,96,64,32,2,1,0x00000000,1,64,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K3x,K30,K30_72,MK30DX64VLK7,M,K30,D,X,64,64,,V,-40,105,LK,80,LQFP,7,72,,MK30D7,MK30DX64xxx7,K30DX64M7,,Cortex-M4,72,16,96,64,32,2,1,0x00000000,1,64,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K3x,K30,K30_72,MK30DX64VMB7,M,K30,D,X,64,64,,V,-40,105,MB,81,MAPBGA,7,72,,MK30D7,MK30DX64xxx7,K30DX64M7,,Cortex-M4,72,16,96,64,32,2,1,0x00000000,1,64,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K3x,K30,K30_72,MK30DX64VMC7,M,K30,D,X,64,64,,V,-40,105,MC,121,MAPBGA,7,72,,MK30D7,MK30DX64xxx7,K30DX64M7,,Cortex-M4,72,16,96,64,32,2,1,0x00000000,1,64,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
K,K4x,K40,K40_100,MK40DN512VLK10,M,K40,D,N,512,512,,V,-40,105,LK,80,LQFP,10,100,,MK40D10,MK40DN512xxx10,K40DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K4x,K40,K40_100,MK40DN512VLL10,M,K40,D,N,512,512,,V,-40,105,LL,100,LQFP,10,100,,MK40D10,MK40DN512xxx10,K40DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K4x,K40,K40_100,MK40DN512VLQ10,M,K40,D,N,512,512,,V,-40,105,LQ,144,LQFP,10,100,,MK40D10,MK40DN512xxx10,K40DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K4x,K40,K40_100,MK40DN512VMB10,M,K40,D,N,512,512,,V,-40,105,MB,81,MAPBGA,10,100,,MK40D10,MK40DN512xxx10,K40DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K4x,K40,K40_100,MK40DN512VMC10,M,K40,D,N,512,512,,V,-40,105,MC,121,MAPBGA,10,100,,MK40D10,MK40DN512xxx10,K40DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K4x,K40,K40_100,MK40DN512VMD10,M,K40,D,N,512,512,,V,-40,105,MD,144,MAPBGA,10,100,,MK40D10,MK40DN512xxx10,K40DN512M10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K4x,K40,K40_100,MK40DN512ZVLK10,M,K40,D,N,512,512,Z,V,-40,105,LK,80,LQFP,10,100,,MK40DZ10,MK40DN512Zxxx10,K40DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K4x,K40,K40_100,MK40DN512ZVLL10,M,K40,D,N,512,512,Z,V,-40,105,LL,100,LQFP,10,100,,MK40DZ10,MK40DN512Zxxx10,K40DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K4x,K40,K40_100,MK40DN512ZVLQ10,M,K40,D,N,512,512,Z,V,-40,105,LQ,144,LQFP,10,100,,MK40DZ10,MK40DN512Zxxx10,K40DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K4x,K40,K40_100,MK40DN512ZVMB10,M,K40,D,N,512,512,Z,V,-40,105,MB,81,MAPBGA,10,100,,MK40DZ10,MK40DN512Zxxx10,K40DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K4x,K40,K40_100,MK40DN512ZVMC10,M,K40,D,N,512,512,Z,V,-40,105,MC,121,MAPBGA,10,100,,MK40DZ10,MK40DN512Zxxx10,K40DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K4x,K40,K40_100,MK40DN512ZVMD10,M,K40,D,N,512,512,Z,V,-40,105,MD,144,MAPBGA,10,100,,MK40DZ10,MK40DN512Zxxx10,K40DN512ZM10,,Cortex-M4,100,128,512,512,,4,2,0x00000000,2,256,4,2048,8,0x400,16,,,,,,,0x14000000,65536,0x1FFF0000,65536,0x20000000
K,K4x,K40,K40_72,MK40DX128VLH7,M,K40,D,X,128,128,,V,-40,105,LH,64,LQFP,7,72,,MK40D7,MK40DX128xxx7,K40DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K4x,K40,K40_72,MK40DX128VLK7,M,K40,D,X,128,128,,V,-40,105,LK,80,LQFP,7,72,,MK40D7,MK40DX128xxx7,K40DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K4x,K40,K40_72,MK40DX128VLL7,M,K40,D,X,128,128,,V,-40,105,LL,100,LQFP,7,72,,MK40D7,MK40DX128xxx7,K40DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K4x,K40,K40_100,MK40DX128VLQ10,M,K40,D,X,128,128,,V,-40,105,LQ,144,LQFP,10,100,,MK40D10,MK40DX128xxx10,K40DX128M10,,Cortex-M4,100,32,256,128,128,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,128,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K4x,K40,K40_72,MK40DX128VMB7,M,K40,D,X,128,128,,V,-40,105,MB,81,MAPBGA,7,72,,MK40D7,MK40DX128xxx7,K40DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K4x,K40,K40_72,MK40DX128VMC7,M,K40,D,X,128,128,,V,-40,105,MC,121,MAPBGA,7,72,,MK40D7,MK40DX128xxx7,K40DX128M7,,Cortex-M4,72,32,160,128,32,2,1,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K4x,K40,K40_100,MK40DX128VMD10,M,K40,D,X,128,128,,V,-40,105,MD,144,MAPBGA,10,100,,MK40D10,MK40DX128xxx10,K40DX128M10,,Cortex-M4,100,32,256,128,128,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,128,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K4x,K40,K40_100,MK40DX128ZVLQ10,M,K40,D,X,128,128,Z,V,-40,105,LQ,144,LQFP,10,100,,MK40DZ10,MK40DX128Zxxx10,K40DX128ZM10,,Cortex-M4,100,32,256,128,128,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,128,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K4x,K40,K40_100,MK40DX128ZVMD10,M,K40,D,X,128,128,Z,V,-40,105,MD,144,MAPBGA,10,100,,MK40DZ10,MK40DX128Zxxx10,K40DX128ZM10,,Cortex-M4,100,32,256,128,128,4,2,0x00000000,1,128,4,2048,8,0x400,16,0x10000000,1,128,4,2048,8,0x14000000,16384,0x1FFFC000,16384,0x20000000
K,K4x,K40,K40_72,MK40DX256VLH7,M,K40,D,X,256,256,,V,-40,105,LH,64,LQFP,7,72,,MK40D7,MK40DX256xxx7,K40DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K4x,K40,K40_72,MK40DX256VLK7,M,K40,D,X,256,256,,V,-40,105,LK,80,LQFP,7,72,,MK40D7,MK40DX256xxx7,K40DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K4x,K40,K40_72,MK40DX256VLL7,M,K40,D,X,256,256,,V,-40,105,LL,100,LQFP,7,72,,MK40D7,MK40DX256xxx7,K40DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K4x,K40,K40_100,MK40DX256VLQ10,M,K40,D,X,256,256,,V,-40,105,LQ,144,LQFP,10,100,,MK40D10,MK40DX256xxx10,K40DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K4x,K40,K40_72,MK40DX256VMB7,M,K40,D,X,256,256,,V,-40,105,MB,81,MAPBGA,7,72,,MK40D7,MK40DX256xxx7,K40DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K4x,K40,K40_72,MK40DX256VMC7,M,K40,D,X,256,256,,V,-40,105,MC,121,MAPBGA,7,72,,MK40D7,MK40DX256xxx7,K40DX256M7,,Cortex-M4,72,64,288,256,32,2,1,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K4x,K40,K40_100,MK40DX256VMD10,M,K40,D,X,256,256,,V,-40,105,MD,144,MAPBGA,10,100,,MK40D10,MK40DX256xxx10,K40DX256M10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K4x,K40,K40_100,MK40DX256ZVLQ10,M,K40,D,X,256,256,Z,V,-40,105,LQ,144,LQFP,10,100,,MK40DZ10,MK40DX256Zxxx10,K40DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K4x,K40,K40_100,MK40DX256ZVMD10,M,K40,D,X,256,256,Z,V,-40,105,MD,144,MAPBGA,10,100,,MK40DZ10,MK40DX256Zxxx10,K40DX256ZM10,,Cortex-M4,100,64,512,256,256,4,2,0x00000000,1,256,4,2048,8,0x400,16,0x10000000,1,256,4,2048,8,0x14000000,32768,0x1FFF8000,32768,0x20000000
K,K4x,K40,K40_72,MK40DX64VLH7,M,K40,D,X,64,64,,V,-40,105,LH,64,LQFP,7,72,,MK40D7,MK40DX64xxx7,K40DX64M7,,Cortex-M4,72,16,96,64,32,2,1,0x00000000,1,64,4,2048,8,0x400,16,0x10000000,1,32,4,1024,4,0x14000000,8192,0x1FFFE000,8192,0x20000000
